EQPTNAME,KW,STATR_VOL,STATR_CUR,ROTOR_VOL,ROTOR_CUR,SPEED,MAKE,MNTNG,DE,NDE,FRAME,AREA,LOCATION,COUPLING,REMARKS
JOLTING MOTOR C6,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C7,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C8,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C9,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C10,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C11,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C12,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C13,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C14,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C15,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C16,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C17,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C18,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C19,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C20,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.37,415,1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 1,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 2,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 3,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 4,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER-5,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER-6,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER-7,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER-8,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER-9,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER-10,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER-11,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 12,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 13,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 14,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 15,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 16,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 1,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 2,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 3,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 4,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 5,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 6,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 7,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 8,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 9,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 10,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 11,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 12,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 13,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 14,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 15,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER 16,0.55,415,1.6,0,0,950,USSR,FLAN,NO DATA,NO DATA,ANP71B6T2,BF2,NO DATA,NO DATA,NO DATA
PUMP OF COLD WATER 461,15,415,26,0,0,2900,CROMPTON GREAVE,FOOT,6309,6309,D160L,BF2,NO DATA,NO DATA,NO DATA
PUMP OF INJECTION 458,23,415,41.5,0,0,2910,CROMPTON GREAVE,FOOT,6310,6310,D180L,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 451,110,415,153,0,0,735,USSR,FOOT,2320K,7-0320,A03355S-8T3,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 452,110,415,153,0,0,735,USSR,FOOT,2320K,7-0320,AO3355S-8T3,BF2,NO DATA,NO DATA,NO DATA
DEWATERING PUMP HOUSE PST,110,415,182,0,0,1482,KIRLOSKAR,FOOT,NO DATA,NO DATA,LD315SMK11,BF2,NO DATA,NO DATA,NO DATA
DEWATERING PUMP HOUSE PST,110,415,182,0,0,1482,KIRLOSKAR,FOOT,NO DATA,NO DATA,LD315SMK11,BF2,NO DATA,NO DATA,NO DATA
DEWATERING PUMP HOUSE PST,110,415,182,0,0,1482,KIRLOSKAR,FOOT,NO DATA,NO DATA,LD315SMK11,BF2,NO DATA,NO DATA,NO DATA
PST MV-1 VALVE MOTOR,1.6,415,3.1,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10E,BF2,NO DATA,NO DATA,NO DATA
PST MV-2 VALVE MOTOR,1.6,415,3.1,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10E,BF2,NO DATA,NO DATA,NO DATA
VENTILATION FAN 409,0.75,415,1.7,0,0,2800,KIRLOSKAR,FLAN,6310,6309,KH180,BF2,NO DATA,NO DATA,NO DATA
VENTILATION FAN 410,0.75,415,1.7,0,0,2800,KIRLOSKAR,FOOT,6310,6309,KH180,BF2,NO DATA,NO DATA,NO DATA
VENTILATION FAN 411,2.2,415,4.6,0,0,2840,KIRLOSKAR,FOOT,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
VENTILATION FAN 412,2.2,415,4.6,0,0,2840,KIRLOSKAR,FOOT,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
6A MOTOR,500,6600,54.5,0,0,980,ALCONZA (S.A),FOOT,6324C3,NU322,QDNR560-M6,BF2,NO DATA,NO DATA,NO DATA
6B MOTOR,500,6600,54.5,562,547,986,ALCONZA(S.A),FOOT,6324C3,NU322,QDNR560-M6,BF2,NO DATA,NO DATA,NO DATA
7A MOTOR,500,6600,54.5,562,547,986,ALCONZA (S.A),FOOT,6324C3,NU322,QDNR560-M6,BF2,NO DATA,NO DATA,NO DATA
7B MOTOR,500,6600,54.5,562,547,986,ALCONZA (S.A),FOOT,6324C3,NU322,QDNR560-M6,BF2,NO DATA,NO DATA,NO DATA
DEDUSTING VALVE MOTOR 551,0.25,415,0.87,0,0,1380,USSR,NO DATA,NO DATA,NO DATA,NO DATA,BF2,NO DATA,NO DATA,NO DATA
AUXILARY MOTOR 501,75,415,93,0,0,1475,USSR,FOOT,NO DATA,NO DATA,4AMP250S-4T2,BF2,NO DATA,NO DATA,NO DATA
AUXILARY MOTOR 502,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 511,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 512,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 513,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 514,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
BELT TENSION DEVICE D2,11,415,24,0,0,730,USSR,FOOT,6310,62310,4AMP160M8T2,BF2,NO DATA,NO DATA,NO DATA
BELT TENSION DEVICE B2,11,415,24,0,0,730,USSR,FOOT,6310,62310,4AMP160M8T2,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 509,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 510,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 507,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
LUBRICATION PUMP 508,3,415,5.5,0,0,1410,USSR,FOOT,6-180606C9W1,6-180606C9W1,4AMX100S-4T1,BF2,NO DATA,NO DATA,NO DATA
B2 CONVEYOR MOTOR 541,160,415,265,0,0,985,USSR,FOOT,2320K,6-346320E,A03-355M-6T3,BF2,NO DATA,NO DATA,NO DATA
B2 CONVEYOR MOTOR 542,160,415,265,0,0,985,USSR,FOOT,2320K,6-346320E,A03-355M-6T3,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 531,7.5,415,14.5,0,0,1440,CROMPTON GREAVE,FOOT,6306,6206,ND132M,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 532,7.5,415,14.5,0,0,1440,CROMPTON GREAVE,FOOT,6306,6206,ND132M,BF2,NO DATA,NO DATA,NO DATA
BELT WINCH MOTOR 528,30,415,66,0,0,600,USSR,FOOT,2314,70314,BA0816T2,BF2,NO DATA,NO DATA,NO DATA
BELT WINCH MOTOR,30,415,66,0,0,740,CROMPTON GREAVE,FOOT,6314,6314,D250M,BF2,NO DATA,NO DATA,NO DATA
VENTILATOR OF DPH-3,0,0,0,0,0,0,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,BF2,NO DATA,NO DATA,NO DATA
DRAINAGE PUMP 545,5.5,415,11,0,0,1440,CROMPTON GREAVE,FOOT,6308,6308,ND132S,BF2,NO DATA,NO DATA,NO DATA
DRAINAGE PUMP 544,5.5,415,11,0,0,1440,CROMPTON GREAVE,FOOT,6308,6308,ND132S,BF2,NO DATA,NO DATA,NO DATA
KK3 CONVEYOR MOTOR,37,415,67,0,0,1460,GEC,FOOT,6313,6313,225S,BF2,NO DATA,NO DATA,NO DATA
KA3 CONVEYOR MOTOR,37,415,67,0,0,1460,GEC,FOOT,6313,6313,225S,BF2,NO DATA,NO DATA,NO DATA
KK4 CONVEYOR MOTOR,37,415,67,0,0,1460,GEC,FOOT,6313,6313,225S,BF2,NO DATA,NO DATA,NO DATA
KA4 CONVEYOR MOTOR,37,415,67,0,0,1460,GEC,FOOT,6313,6313,225S,BF2,NO DATA,NO DATA,NO DATA
FINES CONVEYOR-1 KM2-1,30,415,54.5,0,0,980,USSR,FOOT,NO DATA,NO DATA,BA081-6T5,BF2,NO DATA,NO DATA,NO DATA
FINES CONVEYOR-2 KM2-2,30,415,54.5,0,0,980,USSR,FOOT,NO DATA,NO DATA,BA081-6T5,BF2,NO DATA,NO DATA,NO DATA
FINES CONVEYOR-3 KM2-3,30,415,54.5,0,0,980,USSR,FOOT,NO DATA,NO DATA,BA081-6T5,BF2,NO DATA,NO DATA,NO DATA
FINES CONVEYOR-4 KM2-4,30,415,54.5,0,0,980,USSR,FOOT,NO DATA,NO DATA,BA081-6T5,BF2,NO DATA,NO DATA,NO DATA
HYDRAULIC PUMP MOTOR-1,3.7,415,7.9,0,0,1430,BHARAT BRIJLEE,FLAN,NO DATA,NO DATA,ILA2066-4/112M,BF2,NO DATA,NO DATA,NO DATA
HYDRAULIC PUMP MOTOR-2,3.7,415,7.9,0,0,1430,BHARAT BRIJLEE,FLAN,NO DATA,NO DATA,ILA2066-4/112M,BF2,NO DATA,NO DATA,NO DATA
PST MV-3 VALVE MOTOR,1.6,415,3.1,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10E,BF2,NO DATA,NO DATA,NO DATA
PST MV-4 VALVE MOTOR,1.6,415,3.1,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10E,BF2,NO DATA,NO DATA,NO DATA
PST MV-5 VALVE MOTOR,1.6,415,3.1,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10E,BF2,NO DATA,NO DATA,NO DATA
SUMP MOTOR 566,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132M,BF2,NO DATA,NO DATA,NO DATA
SUMP MOTOR 567,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132M,BF2,NO DATA,NO DATA,NO DATA
NITROGEN VALVE MV-3,1.2,415,3.1,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300F140,BF2,NO DATA,NO DATA,NO DATA
NITROGEN VALVE MV-4,1.2,415,3.1,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300F140,BF2,NO DATA,NO DATA,NO DATA
NITROGEN VALVE MV-2,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
NITROGEN VALVE MV-1,1.2,415,3.1,0,0,144,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
HEATING STATION MOTOR,18.5,415,32,0,0,2930,NGEF,FOOT,6311C3,6311C3,AMW180M2,BF2,NO DATA,NO DATA,NO DATA
HEATING STATION MOTOR,1.5,415,3.9,0,0,705,BHARAT BRIJLEE,FOOT,NO DATA,NO DATA,112M,BF2,NO DATA,NO DATA,NO DATA
BLOWER MOTOR,7.5,415,15,0,0,950,KIRLOSKAR,FOOT,6309,6209,KH160M,BF2,NO DATA,NO DATA,NO DATA
BLOWER MOTOR,7.5,15,0,0,0,950,KIRLOSKAR,FOOT,6309,6209,KH160M,BF2,NO DATA,NO DATA,NO DATA
TLRS MOTOR,7.74,415,15.5,0,0,1430,ABB,FOOT,6308C3,6308C3,GU132M4,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
TARPEDO LADDLE CAR MOTOR,5.5,415,15,0,0,950,NGEF,FLAN,6308C3,6308C3,AMK132MZ6,BF2,NO DATA,NO DATA,NO DATA
10T CRANE LT MOTOR,5.05,415,11,110,28.5,925,AEI,FOOT,NO DATA,NO DATA,132M2,BF2,NO DATA,NO DATA,NO DATA
10T CRANE LT MOTOR,5.05,415,11,110,28.5,925,AEI,FOOT,NO DATA,NO DATA,132M2,BF2,NO DATA,NO DATA,NO DATA
10T CRANE CT MOTOR,3,415,6,111,17.4,940,AEI,FOOT,NO DATA,NO DATA,132M1,BF2,NO DATA,NO DATA,NO DATA
10T CRANE MAIN HOIST MOTOR,7.5,415,18,222,21.2,690,AEI,FOOT,NO DATA,NO DATA,160L,BF2,NO DATA,NO DATA,NO DATA
10T CRANE LT MOTOR,13.2,415,28,230,36,965,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW180LMK11,BF2,NO DATA,NO DATA,NO DATA
10T CRANE LT MOTOR,13.2,415,28,230,36,965,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW180LMK11,BF2,NO DATA,NO DATA,NO DATA
10T CRANE CT MOTOR,8,415,15.5,0,0,950,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW180LMK11,BF2,NO DATA,NO DATA,NO DATA
10T CRANE MAIN HOIST MOTOR,51,415,109,0,0,720,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW280MM,BF2,NO DATA,NO DATA,NO DATA
ARMSEL TELPHER LT MOTOR,0.25,415,1,0,0,1380,KIRLOSKAR,FOOT,NO DATA,NO DATA,BKH80,BF2,NO DATA,NO DATA,NO DATA
ARMSEL TELPHER MAIN HOIST MOTOR,3.7,415,7.7,0,0,850,NGEF,FOOT,NO DATA,NO DATA,AM132MFZO,BF2,NO DATA,NO DATA,NO DATA
PST CRANE MAIN HOIST MOTOR,11,415,0,0,0,0,GEC,FOOT,NO DATA,NO DATA,KS180L,BF2,NO DATA,NO DATA,NO DATA
PST CRANE GRAB MOTOR,11,415,26,0,0,715,BIECO LAWRIE,FOOT,NO DATA,NO DATA,TS180LA,BF2,NO DATA,NO DATA,NO DATA
PST CRANE CT MOTOR,0,0,0,0,0,0,GEC,FOOT,NO DATA,NO DATA,132M1,BF2,NO DATA,NO DATA,NO DATA
PST CRANE LT MOTOR,7.5,415,15.8,0,0,935,BIECO LAWRIE,FOOT,NO DATA,NO DATA,TS160MB,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER MAIN HOIST MOTOR,9.37,415,19.6,0,0,950,KIRLOSKAR,FLAN,NO DATA,NO DATA,BKH160,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER LT MOTOR,0.55,415,1.5,0,0,1400,NGEF,FLAN,NO DATA,NO DATA,AM90K4,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER MAIN HOIST MOTOR,9.37,415,19.6,0,0,950,KIRLOSKAR,FLAN,NO DATA,NO DATA,BKH160,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER LT MOTOR,0.55,415,1.5,0,0,1400,NGEF,FLAN,NO DATA,NO DATA,AM90K4,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER MAIN HOIST MOTOR,9.37,415,19.6,0,0,950,KIRLOSKAR,FLAN,NO DATA,NO DATA,BKH160,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER LT MOTOR,0.55,415,1.5,0,0,1400,NGEF,FLAN,NO DATA,NO DATA,AM90K4,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER MAIN HOIST MOTOR,9.37,415,19.6,0,0,950,KIRLOSKAR,FLAN,NO DATA,NO DATA,BKH160,BF2,NO DATA,NO DATA,NO DATA
5T TELPHER LT MOTOR,0.55,415,1.5,0,0,1400,NGEF,FLAN,NO DATA,NO DATA,AM90K4,BF2,NO DATA,NO DATA,NO DATA
15/3T CRANE MAIN HOIST MOTOR,11,415,26,234,30.8,715,AEI,FOOT,NO DATA,NO DATA,KS180L,BF2,NO DATA,NO DATA,NO DATA
15/3T CRANE AUX. HOIST MOTOR,11,415,26,234,30.8,715,AEI,FOOT,NO DATA,NO DATA,KS180L,BF2,NO DATA,NO DATA,NO DATA
15/3T CRANE CT MOTOR,3.7,415,8,111,17.4,940,AEI,FOOT,NO DATA,NO DATA,132M,BF2,NO DATA,NO DATA,NO DATA
15/3T CRANE LT MOTOR,7.5,415,14.3,200,28.3,950,AEI,FOOT,NO DATA,NO DATA,160M,BF2,NO DATA,NO DATA,NO DATA
3T TELPHER CT MOTOR,0.37,415,1,0,0,1370,NGEF,FLAN,NO DATA,NO DATA,AM14N4,BF2,NO DATA,NO DATA,NO DATA
3T TELPHER MAIN HOIST,5,415,11,0,0,950,KIRLOSKAR,FLAN,NO DATA,NO DATA,BKH132,BF2,NO DATA,NO DATA,NO DATA
